"status","article","brand","name","agentGuid","stock","imageUrl","imageSource","score","reason"
"skipped","42-0510","MASTER TOOL","Пістолет клейовий Ø 11,2 мм 100 Вт 16-28 г/хв ""Крапля-Стоп"" з вимикачем MASTER TOOL 42-0510","A7773F05-9EEA-11EB-AE88-BC5FF4F4F2AA","2","","","","already_has_photo"
"skipped","42-0515","MASTER TOOL","Пістолет клейовий Ø 11,2 мм 200 Вт 10 г/хв ""Крапля-Стоп"" з темп. режимом MASTER TOOL 42-0515","A7773F0F-9EEA-11EB-AE88-BC5FF4F4F2AA","1","","","","already_has_photo"
"skipped","42-0509","MASTER TOOL","Пістолет клейовий Ø 7,2 мм 70 Вт 6-10 г/хв ""Крапля-Стоп"" з вимикачем MASTER TOOL 42-0509","A7773F03-9EEA-11EB-AE88-BC5FF4F4F2AA","1","","","","already_has_photo"
"skipped","42-0400","MASTER TOOL","Пістолет клейовий на батарейках Ø 7,2 мм DC6V (1.5*4шт. AA) MASTER TOOL 42-0400","A7773EF5-9EEA-11EB-AE88-BC5FF4F4F2AA","2","","","","already_has_photo"
"found","81-8668","MASTER TOOL","Пістолет для аерозольного балона MASTER TOOL 81-8668","BA14D747-9EEA-11EB-AE88-BC5FF4F4F2AA","5","https://cdn.27.ua/799/82/7a/2982522_3.jpeg","https://epicentrk.ua/shop/pistolet-mastertool-dlya-aerozolnogo-ballona-81-8668.html","97","epicentr"
"found","81-8705","MASTER TOOL","Пневмопістолет для нафтування МОВІЛЬ бак 900 мл Ø 4,5 мм 3-4 бар MASTER TOOL 81-8705","B3B064B8-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/qaU3gAxFVY/qaU3gAxFVYf122deef63a840ad2c12257919e4d105_1427809026.jpg","https://tdp.com.ua/product/pistolet-dlja-neftevanija-master-tool-81-8705.html","98","tdp"
"found","81-8707","MASTER TOOL","Пістолет піскоструминний, Ø 6 мм, 320-420 л/хв, 10 бар, НБ 1000 мл MASTER TOOL 81-8707","B3B064BC-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://cdn.27.ua/sc--media--prod/default/5f/71/f4/5f71f458-0aea-4362-a5ff-151e618b8862.jpg","https://epicentrk.ua/shop/mplc-pistolet-piskostruinii-pnevmatichnii-mastertool-gm-nb-1000-ml-art-81-8707-1ec42328-6faf-6184-a2c2-3f3841c65022.html","97","epicentr"
"found","81-8770","MASTER TOOL","Пневмопістолет для нанесення штукатурки ХОПР ВБ 5000 мл, пластик, 5 бар MASTER TOOL 81-8770","B3B064A4-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://tdp.com.ua/images/catalog/E8mPhQK00Z/E8mPhQK00Zc8a82be6b502e04a270e93e861b62728_1427805770.jpg","https://tdp.com.ua/product/pistolet-dlja-cementnyh-rastvorov-master-tool-81-8770.html","98","tdp"
"found","81-8769","MASTER TOOL","Пневмопістолети для нанесення штукатурки ХОПР ВБ 5000 мл, алюміній, 5 бар MASTER TOOL 81-8769","B3B064A2-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://cdn.27.ua/sc--media--prod/default/2d/8f/94/2d8f94a7-0ede-4dec-8ef6-3c59d7a37774.jpg","https://epicentrk.ua/shop/mplc-pnevmopistolet-dlya-nanesennya-shtukaturki-mastertool-gm-khopr-vb-5-bar-81-8769-1ec62694-a343-607e-aa70-fdd6f4dac721.html","97","epicentr"
"found","81-8701","MASTER TOOL","Пневмопістолет для гравітексу, Ø 9 мм, 320-420 л/хв, 4-7 бар MASTER TOOL 81-8701","B3B064B2-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://cdn.27.ua/sc--media--prod/default/8e/72/eb/8e72ebf5-dca8-4ba4-8ca7-f3a0aabc0e05.jpg","https://epicentrk.ua/shop/mplc-pnevmopistolet-dlya-graviteksu-mastertool-gm-o-9-mm-81-8701-1ec65aa7-32e4-6912-a940-a3bd222fb37d.html","97","epicentr"
"found","81-8745","MASTER TOOL","Пневмопістолет продувний 6 змінних насадок, 10 бар MASTER TOOL 81-8745","B3B064B0-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://cdn.27.ua/sc--media--prod/default/82/27/93/82279346-2ad7-4797-bd14-e2adde72773f.jpg","https://epicentrk.ua/shop/mplc-pnevmopistolet-dla-produvki-mastertool-z-naborom-nasadok-6-st-10-bar-81-8745-1ee84923-44f4-6ea4-99a9-7befb7c291c9.html","97","epicentr"
"found","81-8740","MASTER TOOL","Пневмопістолет продувний Ø 2 мм 2-6 бар MASTER TOOL 81-8740","B3B064A6-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/p4hrTnxFCS/p4hrTnxFCSebcf3aa3a4860eb629589c2049eb1276_1427809335.jpg","https://tdp.com.ua/product/pistolet-produvochnyj-master-tool-81-8740.html","98","tdp"
"found","37-1003","MASTER TOOL","Рівень 100 см2 капсули 0.5 мм/м фрезерована поверхня MASTER TOOL 37-1003","2177E0EF-739F-11EC-AB34-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog//1512641252_1ee9ba5a5bb84bbeef4b0feeb15cdd60.jpg","https://tdp.com.ua/product/uroven-master-tool-100-sm-37-1003.html","98","tdp"
"found","37-0403","MASTER TOOL","Рівень 40 см, 2 капсули, 0,5 мм/1м, фрезерована поверхня MASTER TOOL 37-0403","BA14D42F-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog//1512637024_1ee9ba5a5bb84bbeef4b0feeb15cdd60.jpg","https://tdp.com.ua/product/uroven-master-tool-40-sm-37-0403.html","98","tdp"
"found","81-8742","MASTER TOOL","Пневмопістолет продувний Ø 4 мм, 2-6 бар, з носиком 100 мм MASTER TOOL 81-8742","B3B064AA-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://cdn.27.ua/sc--media--prod/default/ca/cd/73/cacd7369-0c5b-4e22-85ab-ac65387215a9.jpg","https://epicentrk.ua/shop/mplc-pnevmopistolet-mastertool-gm-4-mm-6-8-bar-1-4-produvnii-81-8742-1ec2b6ca-392d-6730-9105-c3a125ae99d1.html","97","epicentr"
"found","37-0803","MASTER TOOL","Рівень 80 см, 2 капсули, 0,5 мм/1м, фрезерована поверхня MASTER TOOL 37-0803","BA14D433-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog//1512639334_1ee9ba5a5bb84bbeef4b0feeb15cdd60.jpg","https://tdp.com.ua/product/uroven-master-tool-80-sm-37-0803.html","98","tdp"
"found","37-0603","MASTER TOOL","Рівень 60 см, 2 капсули, 0,5 мм/1м, фрезерована поверхня MASTER TOOL 37-0603","BA14D431-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog//1512639207_1ee9ba5a5bb84bbeef4b0feeb15cdd60.jpg","https://tdp.com.ua/product/uroven-master-tool-60-sm-37-0603.html","98","tdp"
"found","36-0403","MASTER TOOL","Рівень ПРОФІ 40 см, 3 капсули, фрезеровані поверхні MASTER TOOL 36-0403","BA14D41F-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/ufKn4gcXTT/ufKn4gcXTT0edcce1f95e82d719fc8647870a92265_1426244506.jpg","https://tdp.com.ua/product/uroven-mastertool-s-shlifovannoj-poverhnostju-400-mm-36-0403.html","98","tdp"
"found","36-1003","MASTER TOOL","Рівень ПРОФІ з ручками 100 см, 3 капсули, фрезеровані поверхні MASTER TOOL 36-1003","BA14D425-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/5ndZSndGw4/5ndZSndGw40edcce1f95e82d719fc8647870a92265_1426247856.jpg","https://tdp.com.ua/product/uroven-mastertool-c-shlifovannoj-poverhnostju-1000mm-36-1003.html","98","tdp"
"found","36-0603","MASTER TOOL","Рівень ПРОФІ з ручками 60 см, 3 капсули, фрезеровані поверхні MASTER TOOL 36-0603","BA14D421-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/2RpQ2es60N/2RpQ2es60N0edcce1f95e82d719fc8647870a92265_1426244592.jpg","https://tdp.com.ua/product/uroven-mastertool-s-shlifovannoj-poverhnostju-600-mm-36-0603.html","98","tdp"
"found","36-0803","MASTER TOOL","Рівень ПРОФІ з ручками 80 см, 3 капсули, фрезеровані поверхні MASTER TOOL 36-0803","BA14D423-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/qnWHVbZvEA/qnWHVbZvEA0edcce1f95e82d719fc8647870a92265_1426244891.jpg","https://tdp.com.ua/product/uroven-mastertool-s-shlifovannoj-poverhnostju-800-mm-36-0803.html","98","tdp"
"found","30-0893","MASTER TOOL","Рівень TORPEDO 230 мм MASTER TOOL 30-0893","BA14D435-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/M8AKzstRoZ/M8AKzstRoZa5b757ebf6a88b364bdb57b7321b4ad6_1426246632.jpg","https://tdp.com.ua/product/uroven-s-magnitom-mastertool-230-mm-30-0893.html","98","tdp"
"found","34-1003","MASTER TOOL","Рівень посилений 100 см, 3 капсули MASTER TOOL 34-1003","BA14D411-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/u5kyAeHm0K/u5kyAeHm0K09e2818e89c5c52c7d3e74db40322dfc_1426171719.jpg","https://tdp.com.ua/product/uroven-aljuminievyj-usilennyj-mastertool-1000-mm-34-1003.html","98","tdp"
"found","34-1203","MASTER TOOL","Рівень посилений 120 см, 3 капсули MASTER TOOL 34-1203","BA14D413-9EEA-11EB-AE88-BC5FF4F4F2AA","3","https://tdp.com.ua/images/catalog//1512636243_32a2106dc346b0313004c42b74b9bce4.jpg","https://tdp.com.ua/product/uroven-usilennyj-master-tool-120sm-34-1203.html","98","tdp"
"found","33-0602","MASTER TOOL","Рівень муляра ударний 60 см із дзеркальцем, 2 капсули, 0,5мм/1м MASTER TOOL 33-0602","BA14D439-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://cdn.27.ua/799/92/aa/2724522_8.jpeg","https://epicentrk.ua/shop/riven-60-sm-mastertool-udarnyi-iz-dzerkalom-33-0602.html","97","epicentr"
"found","34-0403","MASTER TOOL","Рівень посилений 40 см, 3 капсули MASTER TOOL 34-0403","BA14D40B-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/kqbXzNza2Q/kqbXzNza2Q09e2818e89c5c52c7d3e74db40322dfc_1426171221.jpg","https://tdp.com.ua/product/uroven-aljuminievyj-usilennyj-mastertool-400-mm-34-0403.html","98","tdp"
"found","34-0603","MASTER TOOL","Рівень посилений 60 см, 3 капсули MASTER TOOL 34-0603","BA14D40D-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/H2NPqpIJ7S/H2NPqpIJ7S09e2818e89c5c52c7d3e74db40322dfc_1426171392.jpg","https://tdp.com.ua/product/uroven-aljuminievyj-usilennyj-mastertool-600-mm-34-0603.html","98","tdp"
"found","34-0803","MASTER TOOL","Рівень посилений 80 см, 3 капсули MASTER TOOL 34-0803","BA14D40F-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/0IhJsfDRPl/0IhJsfDRPl09e2818e89c5c52c7d3e74db40322dfc_1426171577.jpg","https://tdp.com.ua/product/uroven-aljuminievyj-usilennyj-mastertool-800mm-34-0803.html","98","tdp"
"found","35-1003","MASTER TOOL","Рівень посилений із магнітами 100 см, 3 капсули MASTER TOOL 35-1003","BA14D41D-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://tdp.com.ua/images/catalog/36chcHdgoi/36chcHdgoi6199a64447f68258af659870c5044200_1426243445.jpg","https://tdp.com.ua/product/uroven-s-magnitami-mastertool-1000mm-35-1003.html","98","tdp"
"found","35-0403","MASTER TOOL","Рівень посилений із магнітами 40 см, 3 капсули MASTER TOOL 35-0403","BA14D417-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/8PtMHypkit/8PtMHypkit09e2818e89c5c52c7d3e74db40322dfc_1426172124.jpg","https://tdp.com.ua/product/uroven-s-magnitami-mastertool-400mm-35-0403.html","98","tdp"
"skipped","83-0501","MASTER TOOL","Рукавички кислотостійкі, бавовняний трикотаж, повне ПВХ , в'язаний (червоні) MASTER TOOL 83-0501","C059886A-9EEA-11EB-AE88-BC5FF4F4F2AA","18","","","","already_has_photo"
"found","35-0803","MASTER TOOL","Рівень посилений із магнітами 80 см, 3 капсули MASTER TOOL 35-0803","BA14D41B-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://tdp.com.ua/images/catalog/uPwYLlPGYf/uPwYLlPGYf6199a64447f68258af659870c5044200_1426243303.jpg","https://tdp.com.ua/product/uroven-s-magnitami-mastertool-800-mm-35-0803.html","98","tdp"
"skipped","83-0407","MASTER TOOL","Рукавички масло-бензостійкі утеплені, нітрилове покриття (сині) MASTER TOOL 83-0407","C0598868-9EEA-11EB-AE88-BC5FF4F4F2AA","15","","","","already_has_photo"
"found","83-0502","MASTER TOOL","Рукавички кислотостійкі, бавовняний трикотаж, повне ПВХ , манжет (червоні) MASTER TOOL 83-0502","C059886C-9EEA-11EB-AE88-BC5FF4F4F2AA","8","https://tdp.com.ua/images/catalog/fcZcYjxptP/fcZcYjxptP066145dc17913dbe74136482bb1cc762_1427972731.jpg","https://tdp.com.ua/product/perchatki-kislotostojkie-master-tool-185-190-g-105-83-0502.html","98","tdp"
"skipped","83-0655","MASTER TOOL","Рукавички безшовні трикотажні з поліуретановим покриттям ""Фіалка"" 9"" MASTER TOOL 83-0655","02BB815A-EB5A-11EE-AF97-BC5FF4F4F2AA","36","","","","already_has_photo"
"skipped","83-0651","MASTER TOOL","Рукавички безшовні трикотажні з поліуретановим покриттям долоні ""Барвінок"" 9"" 17-20 г підвіс 83-0651","EBC784AF-911A-11ED-B929-BC5FF4F4F2AA","34","","","","already_has_photo"
"skipped","83-0652","MASTER TOOL","Рукавички безшовні трикотажні з поліуретановим покриттям долоні ""Мальва"" 9"" 17-20 г підвіс 83-0652","EBC784B1-911A-11ED-B929-BC5FF4F4F2AA","34","","","","already_has_photo"
"found","83-0601","MASTER TOOL","Рукавички масло-бензостійкі утеплені, нітрилове покриття, в'язаний (сині) MASTER TOOL 83-0601","C0598866-9EEA-11EB-AE88-BC5FF4F4F2AA","22","https://tdp.com.ua/images/catalog/Hk6JvLk7jt/Hk6JvLk7jtba98f1d12e5ca58a5232792be3c0733c_1427974171.jpg","https://tdp.com.ua/product/perchatki-stekolcshika-s-lateksnym-pokrytiem-master-tool-90-92-g-105-83-0601.html","98","tdp"
"found","62-3016","MASTER TOOL","Рулетка 3 м*16 мм тип Shiftlock, нейлонове покриття MASTER TOOL 62-3016","BA14D371-9EEA-11EB-AE88-BC5FF4F4F2AA","6","https://tdp.com.ua/images/catalog/UYQusEVlpk/UYQusEVlpkc27e9e2d227c5dc169b7893c8602e4c6_1413790528.jpg","https://tdp.com.ua/product/ruletka-mastertool-3m-h-16-mm-s-fiksatorom-62-3016.html","98","tdp"
"found","83-0607","MASTER TOOL","Рукавички акрилові ""Пінка"" з латексним покриттям 11"" 90-95 г оранжево-чорні MASTER TOOL 83-0607","81DE495B-8E64-11EC-BDD9-BC5FF4F4F2AA","6","https://cdn.27.ua/799/71/53/6517075_1.jpeg","https://epicentrk.ua/shop/perchatki-mastertool-akrilovye-uteplennye-s-pokrytiem-lateks-2xl-11-83-0607.html","97","epicentr"
"found","62-5019","MASTER TOOL","Рулетка 5 м*19 мм тип Shiftlock, нейлонове покриття MASTER TOOL 62-5019","BA14D373-9EEA-11EB-AE88-BC5FF4F4F2AA","3","https://tdp.com.ua/images/catalog/IOCWgyAcwf/IOCWgyAcwfc27e9e2d227c5dc169b7893c8602e4c6_1413790593.jpg","https://tdp.com.ua/product/ruletka-mastertool-shiftlock-5m19-mm-62-5019.html","98","tdp"
"found","62-8025","MASTER TOOL","Рулетка 8 м*25 мм тип Shiftlock, нейлонове покриття MASTER TOOL 62-8025","BA14D375-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/7SxBhxcT0L/7SxBhxcT0Lc27e9e2d227c5dc169b7893c8602e4c6_1413790688.jpg","https://tdp.com.ua/product/ruletka-mastertool-shiftlock-8-m-h-25-mm-62-8025.html","98","tdp"
"skipped","14-6120","MASTER TOOL","Сучкоріз 400 мм MASTER TOOL 14-6120","C059895A-9EEA-11EB-AE88-BC5FF4F4F2AA","6","","","","already_has_photo"
"skipped","3-05-085","GRANITE","Свердло для бетону S4 5* 85 мм GRANITE 3-05-085","A1729E92-9EEA-11EB-AE88-BC5FF4F4F2AA","25","","","","already_has_photo"
"skipped","3-06-100","GRANITE","Свердло для бетону S4 6*100 мм GRANITE 3-06-100","A1729E94-9EEA-11EB-AE88-BC5FF4F4F2AA","22","","","","already_has_photo"
"skipped","3-06-150","GRANITE","Свердло для бетону S4 6*150 мм GRANITE 3-06-150","A1729E96-9EEA-11EB-AE88-BC5FF4F4F2AA","8","","","","already_has_photo"
"skipped","3-08-120","GRANITE","Свердло для бетону S4 8*120 мм GRANITE 3-08-120","A1729E98-9EEA-11EB-AE88-BC5FF4F4F2AA","7","","","","already_has_photo"
"skipped","3-08-200","GRANITE","Свердло для бетону S4 8*200 мм GRANITE 3-08-200","A1729E9A-9EEA-11EB-AE88-BC5FF4F4F2AA","9","","","","already_has_photo"
"skipped","3-10-120","GRANITE","Свердло для бетону S4 10*120 мм GRANITE 3-10-120","A1729E9C-9EEA-11EB-AE88-BC5FF4F4F2AA","8","","","","already_has_photo"
"skipped","3-10-200","GRANITE","Свердло для бетону S4 10*200 мм GRANITE 3-10-200","A1729E9E-9EEA-11EB-AE88-BC5FF4F4F2AA","8","","","","already_has_photo"
"skipped","3-12-120","GRANITE","Свердло для бетону S4 12*120 мм GRANITE 3-12-120","A1729EA0-9EEA-11EB-AE88-BC5FF4F4F2AA","5","","","","already_has_photo"
"skipped","3-12-200","GRANITE","Свердло для бетону S4 12*200 мм GRANITE 3-12-200","A1729EA2-9EEA-11EB-AE88-BC5FF4F4F2AA","5","","","","already_has_photo"
"found","65-5019","MASTER TOOL","Рулетка із фіксатором 5 м*19 мм MASTER TOOL 65-5019","BA14D385-9EEA-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog/wa1JtS1emX/wa1JtS1emXf142a341428361bcfbdc034254518b10_1426167056.jpg","https://tdp.com.ua/product/ruletka-mastertool-s-fiksatorom-5m-h-19-mm-65-3016.html","86","tdp"
"skipped","0-05-110","GRANITE","Свердло для бетону SDS-PLUS S4 5*110 мм GRANITE 0-05-110","F860BF3C-9EE8-11EB-AE88-BC5FF4F4F2AA","7","","","","already_has_photo"
"skipped","0-06-110","GRANITE","Свердло для бетону SDS-PLUS S4 6*110 мм GRANITE 0-06-110","F860BF40-9EE8-11EB-AE88-BC5FF4F4F2AA","25","","","","already_has_photo"
"skipped","0-06-160","GRANITE","Свердло для бетону SDS-PLUS S4 6*160 мм GRANITE 0-06-160","F860BF42-9EE8-11EB-AE88-BC5FF4F4F2AA","13","","","","already_has_photo"
"skipped","0-06-210","GRANITE","Свердло для бетону SDS-PLUS S4 6*210 мм GRANITE 0-06-210","F860BF44-9EE8-11EB-AE88-BC5FF4F4F2AA","7","","","","already_has_photo"
"skipped","0-06-260","GRANITE","Свердло для бетону SDS-PLUS S4 6*260 мм GRANITE 0-06-260","F860BF46-9EE8-11EB-AE88-BC5FF4F4F2AA","15","","","","already_has_photo"
"skipped","0-06-310","GRANITE","Свердло для бетону SDS-PLUS S4 6*310 мм GRANITE 0-06-310","F860BF48-9EE8-11EB-AE88-BC5FF4F4F2AA","8","","","","already_has_photo"
"skipped","0-08-110","GRANITE","Свердло для бетону SDS-PLUS S4 8*110 мм GRANITE 0-08-110","F860BF4A-9EE8-11EB-AE88-BC5FF4F4F2AA","7","","","","already_has_photo"
"skipped","0-08-160","GRANITE","Свердло для бетону SDS-PLUS S4 8*160 мм GRANITE 0-08-160","F860BF4C-9EE8-11EB-AE88-BC5FF4F4F2AA","15","","","","already_has_photo"
"skipped","0-08-210","GRANITE","Свердло для бетону SDS-PLUS S4 8*210 мм GRANITE 0-08-210","F860BF4E-9EE8-11EB-AE88-BC5FF4F4F2AA","20","","","","already_has_photo"
"skipped","0-08-260","GRANITE","Свердло для бетону SDS-PLUS S4 8*260 мм GRANITE 0-08-260","F860BF50-9EE8-11EB-AE88-BC5FF4F4F2AA","22","","","","already_has_photo"
"skipped","0-08-310","GRANITE","Свердло для бетону SDS-PLUS S4 8*310 мм GRANITE 0-08-310","F860BF52-9EE8-11EB-AE88-BC5FF4F4F2AA","10","","","","already_has_photo"
"skipped","0-08-460","GRANITE","Свердло для бетону SDS-PLUS S4 8*460 мм GRANITE 0-08-460","F860BF54-9EE8-11EB-AE88-BC5FF4F4F2AA","5","","","","already_has_photo"
"skipped","0-08-600","GRANITE","Свердло для бетону SDS-PLUS S4 8*600 мм GRANITE 0-08-600","F860BF56-9EE8-11EB-AE88-BC5FF4F4F2AA","2","","","","already_has_photo"
"skipped","0-10-110","GRANITE","Свердло для бетону SDS-PLUS S4 10* 110 мм GRANITE 0-10-110","F860BF5A-9EE8-11EB-AE88-BC5FF4F4F2AA","4","","","","already_has_photo"
"skipped","0-10-160","GRANITE","Свердло для бетону SDS-PLUS S4 10* 160 мм GRANITE 0-10-160","F860BF5C-9EE8-11EB-AE88-BC5FF4F4F2AA","16","","","","already_has_photo"
"skipped","0-10-210","GRANITE","Свердло для бетону SDS-PLUS S4 10* 210 мм GRANITE 0-10-210","F860BF5E-9EE8-11EB-AE88-BC5FF4F4F2AA","9","","","","already_has_photo"
"skipped","0-10-260","GRANITE","Свердло для бетону SDS-PLUS S4 10* 260 мм GRANITE 0-10-260","F860BF60-9EE8-11EB-AE88-BC5FF4F4F2AA","15","","","","already_has_photo"
"skipped","0-10-310","GRANITE","Свердло для бетону SDS-PLUS S4 10* 310 мм GRANITE 0-10-310","F860BF62-9EE8-11EB-AE88-BC5FF4F4F2AA","8","","","","already_has_photo"
"skipped","0-10-460","GRANITE","Свердло для бетону SDS-PLUS S4 10* 460 мм GRANITE 0-10-460","F860BF64-9EE8-11EB-AE88-BC5FF4F4F2AA","2","","","","already_has_photo"
"found","64-8025","MASTER TOOL","Рулетка з магнітами 8 м*25 мм, нейлонове покриття MASTER TOOL 64-8025","BA14D381-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://tdp.com.ua/images/catalog/kzjqAObPed/kzjqAObPed4380edb04968c7cc713c1fcd0a76cb56_1413791142.jpg","https://tdp.com.ua/product/ruletka-mastertool-magnetic-s-magnitami-8-m-h-25-mm-64-8025.html","98","tdp"
"skipped","0-12-160","GRANITE","Свердло для бетону SDS-PLUS S4 12* 160 мм GRANITE 0-12-160","F860BF6C-9EE8-11EB-AE88-BC5FF4F4F2AA","16","","","","already_has_photo"
"found","4-24-800","GRANITE","Свердло для бетону SDS-MAX 24* 800 QUADRO S4 GRANITE 4-24-800","A1729E54-9EEA-11EB-AE88-BC5FF4F4F2AA","1","https://tdp.com.ua/images/catalog/eUWYtX0rXv/eUWYtX0rXvf6503d6a75e551ff00b17d35f035aae3_1413549542.jpg","https://tdp.com.ua/product/bur-po-betonu-granite-quattro-sds-max-24h800-s4-4-24-800.html","98","tdp"
"skipped","0-12-260","GRANITE","Свердло для бетону SDS-PLUS S4 12* 260 мм GRANITE 0-12-260","F860BF70-9EE8-11EB-AE88-BC5FF4F4F2AA","4","","","","already_has_photo"
"skipped","0-12-310","GRANITE","Свердло для бетону SDS-PLUS S4 12* 310 мм GRANITE 0-12-310","F860BF72-9EE8-11EB-AE88-BC5FF4F4F2AA","12","","","","already_has_photo"
"skipped","0-12-460","GRANITE","Свердло для бетону SDS-PLUS S4 12* 460 мм GRANITE 0-12-460","F860BF74-9EE8-11EB-AE88-BC5FF4F4F2AA","3","","","","already_has_photo"
"skipped","0-12-600","GRANITE","Свердло для бетону SDS-PLUS S4 12* 600 мм GRANITE 0-12-600","F860BF76-9EE8-11EB-AE88-BC5FF4F4F2AA","5","","","","already_has_photo"
"skipped","0-12-800","GRANITE","Свердло для бетону SDS-PLUS S4 12* 800 мм GRANITE 0-12-800","F860BF78-9EE8-11EB-AE88-BC5FF4F4F2AA","2","","","","already_has_photo"
"skipped","0-14-160","GRANITE","Свердло для бетону SDS-PLUS S4 14* 160 мм GRANITE 0-14-160","A1729DD6-9EEA-11EB-AE88-BC5FF4F4F2AA","4","","","","already_has_photo"
"skipped","0-14-210","GRANITE","Свердло для бетону SDS-PLUS S4 14* 210 мм GRANITE 0-14-210","A1729DD8-9EEA-11EB-AE88-BC5FF4F4F2AA","9","","","","already_has_photo"
"skipped","0-14-260","GRANITE","Свердло для бетону SDS-PLUS S4 14* 260 мм GRANITE 0-14-260","A1729DDA-9EEA-11EB-AE88-BC5FF4F4F2AA","3","","","","already_has_photo"
"skipped","0-14-310","GRANITE","Свердло для бетону SDS-PLUS S4 14* 310 мм GRANITE 0-14-310","A1729DDC-9EEA-11EB-AE88-BC5FF4F4F2AA","5","","","","already_has_photo"
"skipped","0-14-460","GRANITE","Свердло для бетону SDS-PLUS S4 14* 460 мм GRANITE 0-14-460","A1729DDE-9EEA-11EB-AE88-BC5FF4F4F2AA","3","","","","already_has_photo"
"skipped","0-14-600","GRANITE","Свердло для бетону SDS-PLUS S4 14* 600 мм GRANITE 0-14-600","A1729DE0-9EEA-11EB-AE88-BC5FF4F4F2AA","2","","","","already_has_photo"
"skipped","0-14-800","GRANITE","Свердло для бетону SDS-PLUS S4 14* 800 мм GRANITE 0-14-800","A1729DE2-9EEA-11EB-AE88-BC5FF4F4F2AA","1","","","","already_has_photo"
"skipped","0-16-260","GRANITE","Свердло для бетону SDS-PLUS S4 16* 260 мм GRANITE 0-16-260","A1729DE8-9EEA-11EB-AE88-BC5FF4F4F2AA","3","","","","already_has_photo"
"found","0-10-800","GRANITE","Свердло для бетону SDS-PLUS S4 10* 800 мм GRANITE 0-10-800","F860BF68-9EE8-11EB-AE88-BC5FF4F4F2AA","2","https://tdp.com.ua/images/catalog//1555486248_e2a03.jpg","https://tdp.com.ua/product/sverlo-po-betonu-granite-sds-plus-s4-10h800-mm-0-10-800.html","98","tdp"
"found","0-12-210","GRANITE","Свердло для бетону SDS-PLUS S4 12* 210 мм GRANITE 0-12-210","F860BF6E-9EE8-11EB-AE88-BC5FF4F4F2AA","8","https://tdp.com.ua/images/catalog/1qr9GtqmGm/1555489592_e2a03.jpg","https://tdp.com.ua/product/bur-po-betonu-granite-sds-plus-s4-12x210-mm-0-12-210.html","98","tdp"
"found","0-16-310","GRANITE","Свердло для бетону SDS-PLUS S4 16* 310 мм GRANITE 0-16-310","A1729DEA-9EEA-11EB-AE88-BC5FF4F4F2AA","4","https://tdp.com.ua/images/catalog/Y4C9b2kXHA/1555500393_e2a03.jpg","https://tdp.com.ua/product/bur-po-betonu-granite-sds-plus-s4-16x310-mm-0-16-310.html","98","tdp"
"skipped","0-18-460","GRANITE","Свердло для бетону SDS-PLUS S4 18* 460 мм GRANITE 0-18-460","A1729DF8-9EEA-11EB-AE88-BC5FF4F4F2AA","2","","","","already_has_photo"
"skipped","0-18-600","GRANITE","Свердло для бетону SDS-PLUS S4 18* 600 мм GRANITE 0-18-600","A1729DFA-9EEA-11EB-AE88-BC5FF4F4F2AA","1","","","","already_has_photo"
"skipped","0-18-800","GRANITE","Свердло для бетону SDS-PLUS S4 18* 800 мм GRANITE 0-18-800","A1729DFC-9EEA-11EB-AE88-BC5FF4F4F2AA","1","","","","already_has_photo"
